what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897465839
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344897466546
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897466546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897468245
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897482106
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897482327
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897482374
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897483556
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897483743
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897483853
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897483917
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897484677
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897484856
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897485002
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897485069
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897486236
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897486415
